IDENTMENECOPA;ident_men;vag;nbvehic;marque;carbu;anvoi;expvoi1;expvoi2;expvoi3;expvoi4;provoi;protrav;km_auto;repar_auto;fraisvoi;persvoi;quivoi;apvoi;gravoi;recvoi;moisvoi;lieuvoi;acqvoi;crevoi;empvoi;apervoi;mcrevoi;ancvoi;repvoi;privoi;marque_d;numvehic;fraisvoi_d;repar_auto_d;mcrevoi_d;privoi_d;repvoi_d;dom;achat_auto;credit_achat;prix_auto;remb_cred_12;acq_neuf;acq_occaz;prix_neuf;prix_occaz;rep_neuf;rep_occaz;remb_neuf;remb_occaz
201100129;129;4;1;PEUGEOT 306;1;1999;0;0;1;0;;;;0;133;1;1;3;;1999;;;;;;;;;;;PEUGEOT 306;1;133;;;;;0;;;;;;;;;;;;
201100130;130;2;1;VOLSWAGEN;2;2007;0;1;1;0;5;;;0;0;1;1;3;;2007;;;;;;;;;;;VOLKSWAGEN - NON SPECIFIE;1;;;;;;0;;;;;;;;;;;;
201100132;132;1;1;AUDI A2;1;2000;0;0;1;0;;;;0;160;1;1;3;;2001;;;;;;;;;;;AUDI - GROUPE;1;160;;;;;0;;;;;;;;;;;;
201100135;135;1;2;GOLF WOLKSVAGEN;2;1994;1;0;0;0;;100;60;0;0;1;1;3;;2000;;;;;;;;;;;VOLKSWAGEN GOLF;1;;;;;;0;;;;;;;;;;;;
201100135;135;1;2;OPEL ZAFIRA;2;2007;1;0;1;0;;50;400;1000;0;1;2;3;;2009;6;;;;;;;;;;OPEL ZAFIRA;2;;1000;;;;0;;;;;;;;;;;;
201100136;136;1;2;C15;2;1993;0;0;1;0;;;;0;0;1;2;3;;2005;;;;;;;;;;;CITROEN C15;1;;;;;;0;;;;;;;;;;;;
201100136;136;1;2;MEGANE;2;2009;1;0;1;0;;50;120;0;0;1;1;3;;2010;1;3;2;3;0;8900;;2;10000;18900;RENAULT MEGANE;2;;;;18900;10000;0;1;;18900;;;1;;18900;10000;;;0
201100137;137;4;1;PEUGEOT 106;1;1995;0;0;1;0;;;;0;0;1;1;2;2;;;;;;;;;;;;PEUGEOT 106;1;;;;;;0;;;;;;;;;;;;
201100138;138;4;2;CHEVROLET CAPTIVA;2;2011;1;1;1;0;50;50;300;0;0;3;;3;;2011;3;2;1;3;0;13000;;2;12000;25000;CHEVROLET  - GROUPE;1;;;;25000;12000;0;1;;25000;;1;;25000;;;12000;0;
201100138;138;4;2;CLIO;1;1996;1;1;1;0;0;100;250;500;0;1;2;2;2;;;;;;;;;;;;RENAULT CLIO;2;;500;;;;0;;;;;;;;;;;;
201100139;139;5;1;LAND ROVER 110;2;1989;0;0;1;0;;;;0;80;1;1;3;;1996;;;;;;;;;;;LANDROVER 4X4;1;80;;;;;0;;;;;;;;;;;;
201100142;142;5;1;CITROEN C2;1;2004;0;0;1;0;;;;0;0;1;1;3;;2010;6;;;;;;;;;;CITROEN C2;1;;;;;;0;1;;0;;;;;;;;;
201100145;145;5;1;RENAULT;2;1995;0;0;1;0;;;;999999;999999;1;1;3;;1999;;;;;;;;;;;RENAULT - NON SPECIFIE;1;500;748;;;;0;;;;;;;;;;;;
201100146;146;4;2;PEUGEOT 106;1;1995;1;0;1;0;;50;200;0;0;1;2;3;;2004;;;;;;;;;;;PEUGEOT 106;1;;;;;;0;;;;;;;;;;;;
201100146;146;4;2;VOLKSWAGEN GOLF;2;1999;1;0;1;0;;50;20;0;0;1;1;3;;2010;8;3;2;3;;;;5;;700;VOLKSWAGEN GOLF;2;;;;700;;0;1;;700;;;1;;700;0;;;0
201100149;149;1;2;FORD FUSION;2;2005;1;0;1;0;;61;180;135;0;1;1;3;;2006;;;;;;;;;;;FORD FUSION;1;;135;;;;0;;;;;;;;;;;;
201100149;149;1;2;TWINGO RENAULT;1;1996;1;0;1;0;;50;150;0;0;1;2;3;;2008;;;;;;;;;;;RENAULT TWINGO;2;;;;;;0;;;;;;;;;;;;
201100150;150;1;1;CITROEN;2;2002;0;0;1;0;;;;0;0;1;1;3;;2005;;;;;;;;;;;CITROEN - NON SPECIFIE;1;;;;;;0;;;;;;;;;;;;
201100151;151;2;2;BMW;2;1998;0;0;1;0;;;;3000;0;1;2;3;;2009;;;;;;;;;;;BMW - NON SPECIFIE;1;;3000;;;;0;;;;;;;;;;;;
201100151;151;2;2;CLIO 3;2;2006;1;0;1;0;;30;250;0;0;1;3;3;;2010;11;5;2;1;5000;2000;249;5;0;7000;RENAULT CLIO;2;;;249;7000;0;0;1;1;7000;249;;1;;7000;0;;;249
201100153;153;3;1;RENAULT CLIO;1;2009;0;0;1;0;;;;0;0;1;1;3;;2009;;;;;;;;;;;RENAULT CLIO;1;;;;;;0;;;;;;;;;;;;
201100154;154;2;2;MITSUBISCHI ASX;2;2010;1;1;1;0;15;80;5;0;0;1;1;3;;2010;12;2;1;1;11000;1000;1330;1;17000;29000;MITSUBISHI - GROUPE;1;;;1330;29000;17000;0;1;1;29000;1330;1;;29000;;;17000;1330;
201100154;154;2;2;MITSUBISCHI COLT;1;2010;1;0;1;0;;95;60;0;0;1;2;3;;2010;12;2;1;3;0;8000;;1;4000;12000;MITSUBISHI  COLT;2;;;;12000;4000;0;1;;12000;;1;;12000;;;4000;0;
201100162;162;4;1;206 PEUGEOT;2;2004;1;0;1;0;;80;20;0;0;1;1;3;;2010;6;2;2;3;;;;5;;4500;PEUGEOT 206;1;;;;4500;;0;1;;4500;;;1;;4500;0;;;0
201100163;163;1;2;PEUGEOT 206;2;2004;1;0;0;0;;100;80;0;0;1;1;3;;2006;;;;;;;;;;;PEUGEOT 205;1;;;;;;0;;;;;;;;;;;;
201100163;163;1;2;RENAULT TWINGO;1;2004;1;0;0;0;;100;400;0;0;1;2;3;;2006;;;;;;;;;;;RENAULT TWINGO;2;;;;;;0;;;;;;;;;;;;
201100164;164;4;1;SUZUKI WAGON R;1;2000;0;0;1;0;;;;0;200;1;1;3;;2000;;;;;;;;;;;SUZUKI WAGON R;1;200;;;;;0;;;;;;;;;;;;
201100165;165;1;2;CORSA;1;1999;0;0;1;0;;;;1000;0;1;1;3;;2007;;;;;;;;;;;OPEL CORSA;1;;1000;;;;0;;;;;;;;;;;;
201100165;165;1;2;RENAULT ESPACE;2;2000;0;0;1;0;;;;500;0;1;1;1;;2000;;;;;;;;;;;RENAULT ESPACE;2;;500;;;;0;;;;;;;;;;;;
201100166;166;4;2;FORD K;1;1998;1;0;1;0;;0;0;0;0;1;1;3;;2007;;;;;;;;;;;FORD KA;1;;;;;;0;;;;;;;;;;;;
201100166;166;4;2;RENAULT SCENIC;2;2005;1;0;1;0;;0;2600;0;0;1;2;3;;2009;;;;;;;;;;;RENAULT SCENIC;2;;;;;;0;;;;;;;;;;;;
201100167;167;4;2;TWINGO;1;1993;1;0;0;0;;100;600;0;300;1;1;3;;2009;;;;;;;;;;;RENAULT TWINGO;1;300;;;;;0;;;;;;;;;;;;
201100167;167;4;2;XSARA CITROEN;2;1999;0;0;1;0;;;;0;345;1;2;3;;1999;;;;;;;;;;;CITROEN XSARA;2;345;;;;;0;;;;;;;;;;;;
201100168;168;6;2;PEUGEOT 407SW;2;2003;1;0;1;0;;80;250;0;0;1;2;3;;2003;;;;;;;;;;;PEUGEOT 407;1;;;;;;0;;;;;;;;;;;;
201100168;168;6;2;SAXO;1;2000;1;0;1;0;;80;50;0;0;1;1;3;;2006;;;;;;;;;;;CITROEN SAXO;2;;;;;;0;;;;;;;;;;;;
201100170;170;3;1;PEUGEOT;2;1992;0;0;1;0;;;;1840;0;1;1;3;;1992;;;;;;;;;;;PEUGEOT - NON SPECIFIE;1;;1840;;;;0;;;;;;;;;;;;
201100172;172;5;2;306 BREAK;1;1998;1;0;0;0;;3;180;0;0;1;1;3;;2002;;;;;;;;;;;PEUGEOT 306;1;;;;;;0;;;;;;;;;;;;
201100172;172;5;2;XSARA PICASSO;2;2001;1;0;1;0;;2;220;155;0;1;2;3;;2007;;;;;;;;;;;CITROEN XSARA;2;;155;;;;0;;;;;;;;;;;;
201100177;177;4;1;CLIO;2;2006;0;0;1;0;;;;0;0;1;1;3;;2006;;;;;;;;;;;RENAULT CLIO;1;;;;;;0;;;;;;;;;;;;
201100178;178;4;1;VOLKSWAGEN;1;1985;0;0;1;0;;;;0;0;1;1;3;;2011;4;5;2;3;0;0;;2;15000;999999;VOLKSWAGEN - NON SPECIFIE;1;;;;1200;15000;0;1;;1200;;;1;;1200;15000;;;0
201100180;180;3;1;NISSAN SUNNY;1;1993;0;0;0;1;;;;0;0;2;;3;;1993;;;;;;;;;;;NISSAN SUNNY;1;;;;;;0;;;;;;;;;;;;
201100181;181;6;3;CITROEN;2;2008;1;0;1;0;;50;225;0;467;1;1;3;;2008;;;;;;;;;;;CITROEN - NON SPECIFIE;1;467;;;;;0;;;;;;;;;;;;
201100181;181;6;3;OPEL;1;2001;1;0;1;0;;10;30;0;0;1;3;4;;;;;;;;;;;;;OPEL - NON SPECIFIE;2;;;;;;0;;;;;;;;;;;;
201100181;181;6;3;RENAULT;1;1982;1;0;1;0;;50;225;211;50;1;2;4;;;;;;;;;;;;;RENAULT - NON SPECIFIE;3;50;211;;;;0;;;;;;;;;;;;
201100182;182;1;1;OPEL ASTRA;2;2000;1;0;1;0;;30;534;0;80;1;1;3;;2008;;;;;;;;;;;OPEL ASTRA;1;80;;;;;0;;;;;;;;;;;;
201100183;183;2;2;PEUGEOT;2;1995;1;0;0;0;;100;120;0;0;1;2;3;;2009;;;;;;;;;;;PEUGEOT - NON SPECIFIE;1;;;;;;0;;;;;;;;;;;;
201100183;183;2;2;RENAULT ESPACE;2;2003;1;0;1;0;;80;130;0;0;1;1;3;;2006;;;;;;;;;;;RENAULT ESPACE;2;;;;;;0;;;;;;;;;;;;
201100184;184;3;2;FIAT UNO;1;1990;1;0;1;0;;100;30;0;0;3;;3;;1990;;;;;;;;;;;FIAT UNO;1;;;;;;0;;;;;;;;;;;;
201100184;184;3;2;LOGAN MCV;2;2008;1;0;1;0;;80;240;0;0;3;;3;;2008;;;;;;;;;;;DACIA LOGAN;2;;;;;;0;;;;;;;;;;;;
201100185;185;1;2;BERLINE WOLSWAGEN;2;2008;0;0;1;0;;;;0;600;1;1;3;;2008;;;;;;;;;;;VOLKSWAGEN - NON SPECIFIE;1;600;;;;;0;;;;;;;;;;;;
201100185;185;1;2;FORD SIERRA;1;1992;0;0;1;0;;;;250;0;1;2;3;;1992;;;;;;;;;;;FORD SIERRA;2;;250;;;;0;;;;;;;;;;;;
201100186;186;4;1;CITROEN SAXO;1;1998;0;0;1;0;;;;0;0;1;1;3;;2010;6;3;2;3;;;;3;;2200;CITROEN SAXO;1;;;;2200;;0;1;;2200;;;1;;2200;0;;;0
201100187;187;2;2;NISSAN;2;1998;1;0;1;0;;100;140;0;0;1;1;4;;;;;;;;;;;;;NISSAN - NON SPECIFIE;1;;;;;;0;;;;;;;;;;;;
201100187;187;2;2;RENAULT ESPACE;2;1995;0;0;1;0;;;;390;0;3;;3;;2003;;;;;;;;;;;RENAULT ESPACE;2;;390;;;;0;;;;;;;;;;;;
201100189;189;2;2;C3;1;2000;0;0;1;0;;;;0;0;1;2;3;;2000;;;;;;;;;;;CITROEN C3;1;;;;;;0;;;;;;;;;;;;
201100189;189;2;2;RENAULT 5;1;1990;0;0;0;1;;;;0;0;1;2;3;;1995;;;;;;;;;;;RENAULT 5;2;;;;;;0;;;;;;;;;;;;
201100190;190;3;1;PEUGEOT 206;1;2004;0;0;0;1;;;;0;0;2;;4;;;;;;;;;;;;;PEUGEOT 205;1;;;;;;0;;;;;;;;;;;;
201100192;192;4;3;CITROEN C15;2;2006;0;0;1;0;;;;0;100;1;1;3;;2006;;;;;;;;;;;CITROEN C15;1;100;;;;;0;;;;;;;;;;;;
201100192;192;4;3;MITSUBISHI;2;2006;1;0;1;0;;100;100;0;150;1;1;3;;2006;;;;;;;;;;;MITSUBISHI - NON SPECIFIE;2;150;;;;;0;;;;;;;;;;;;
201100192;192;4;3;NISSAN QUASQUAI;2;2008;1;0;0;0;;100;120;0;0;1;2;4;;;;;;;;;;;;;NISSAN QASHQAI;3;;;;;;0;;;;;;;;;;;;
201100193;193;2;1;FORD ESCORT;1;1988;0;0;1;0;;;;0;0;1;2;3;;1988;;;;;;;;;;;FORD ESCORT;1;;;;;;0;;;;;;;;;;;;
201100194;194;6;3;CITROEN BERLINGO;2;2000;1;0;1;0;;80;400;0;607;1;1;3;;2002;;;;;;;;;;;CITROEN BERLINGO;1;607;;;;;0;;;;;;;;;;;;
201100194;194;6;3;CITROEN BERLINGO;2;2002;1;1;1;0;80;10;800;1200;270;1;2;3;;2004;;;;;;;;;;;CITROEN BERLINGO;2;270;1200;;;;0;;;;;;;;;;;;
201100194;194;6;3;TWINGO;1;2006;1;0;1;0;;80;150;0;302;1;3;3;;2008;;;;;;;;;;;RENAULT TWINGO;3;302;;;;;0;;;;;;;;;;;;
201100196;196;2;2;SCENIC RENAULT;2;2001;0;0;1;0;;;;0;0;1;1;3;;2003;;;;;;;;;;;RENAULT SCENIC;1;;;;;;0;;;;;;;;;;;;
201100196;196;2;2;SUPER 5 RENAULT;2;1990;0;0;1;0;;;;0;110;1;1;3;;1998;;;;;;;;;;;RENAULT SUPER 5;2;110;;;;;0;;;;;;;;;;;;
201100203;203;1;1;SKOD1A;1;1990;0;0;1;0;;;;350;0;1;1;3;;2006;;;;;;;;;;;SKODA - NON SPECIFIE;1;;350;;;;0;;;;;;;;;;;;
201100204;204;5;2;ASTRA;2;2008;1;0;1;0;;100;120;0;0;1;1;3;;2010;1;;;;;;;;;;OPEL ASTRA;1;;;;;;0;1;;0;;;;;;;;;
201100204;204;5;2;CORSA;2;2010;1;1;1;0;0;95;1100;0;0;1;2;1;;2010;1;;;;;;;;;;OPEL CORSA;2;;;;;;0;1;;0;;;;;;;;;
201100205;205;4;2;DACIA DUSTER;1;2010;0;0;1;0;;;;0;0;1;1;3;;2010;3;;;;;;;;;;DACIA DUSTER;1;;;;;;0;1;;0;;;;;;;;;
201100205;205;4;2;SAXO CITRO╦N;1;2001;1;0;1;0;;80;300;0;0;1;2;3;;2001;;;;;;;;;;;CITROEN SAXO;2;;;;;;0;;;;;;;;;;;;
201100206;206;3;2;CITROEN C3;2;2004;1;0;1;0;;0;50;0;0;1;1;3;;2008;;;;;;;;;;;CITROEN C3;1;;;;;;0;;;;;;;;;;;;
201100206;206;3;2;CITROEN C4;2;2007;1;0;1;0;;90;850;0;0;1;2;3;;2007;;;;;;;;;;;CITROEN C4;2;;;;;;0;;;;;;;;;;;;
201100207;207;2;1;LEON SEAT;2;2001;0;0;1;0;;;;850;60;1;1;3;;2003;;;;;;;;;;;SEAT LEON;1;60;850;;;;0;;;;;;;;;;;;
201100211;211;2;1;PEUGEOT 307;1;2006;0;0;1;0;;;;0;0;1;1;3;;2009;;;;;;;;;;;PEUGEOT 307;1;;;;;;0;;;;;;;;;;;;
201100215;215;5;1;DACIA SANDERRO;1;2010;0;0;1;0;;;;0;0;1;1;3;;2010;9;2;1;3;;;;5;;10500;DACIA SANDERO;1;;;;10500;;0;1;;10500;;1;;10500;;;0;0;
201100216;216;5;2;PEUGEOT 205;1;1990;0;0;1;0;;;;1500;0;1;1;3;;2010;4;;;;;;;;;;PEUGEOT 205;1;;1500;;;;0;1;;0;;;;;;;;;
201100216;216;5;2;RENAULT LOGAN;2;2009;1;0;1;0;;0;70;0;0;1;2;3;;2011;1;2;2;1;13405;500;1876;5;0;13905;DACIA LOGAN;2;;;1876;13905;0;0;1;1;13905;1876;;1;;13905;0;;;1876
201100217;217;1;2;308 PEUGEOT;2;2008;1;0;1;0;;60;36;0;0;1;1;3;;2008;;;;;;;;;;;PEUGEOT 308;1;;;;;;0;;;;;;;;;;;;
201100217;217;1;2;CLIO RENAULT;1;2001;1;0;1;0;;80;180;0;0;1;3;3;;2008;;;;;;;;;;;RENAULT CLIO;2;;;;;;0;;;;;;;;;;;;
201100218;218;1;2;406;2;2000;1;1;1;0;20;80;550;0;63;1;1;3;;2006;;;;;;;;;;;PEUGEOT 406;1;63;;;;;0;;;;;;;;;;;;
201100218;218;1;2;C3;2;2009;0;0;1;0;;;;0;0;1;2;3;;2009;1;;;;;;;;;;CITROEN C3;2;;;;;;0;;;;;;;;;;;;
201100220;220;4;2;AUDI A4;2;2000;1;0;1;0;;60;20;0;0;1;2;3;;2011;3;3;2;3;0;2300;;2;1200;3500;AUDI A4;1;;;;3500;1200;0;1;;3500;;;1;;3500;1200;;;0
201100220;220;4;2;POLO;1;2007;1;0;1;0;;90;80;0;0;1;1;3;;2007;;;;;;;;;;;VOLKSWAGEN POLO;2;;;;;;0;;;;;;;;;;;;
201100223;223;5;2;MEGANE;1;2003;1;0;0;0;;90;400;0;0;1;1;3;;2004;;;;;;;;;;;RENAULT MEGANE;1;;;;;;0;;;;;;;;;;;;
201100223;223;5;2;TWINGO;1;1991;1;0;1;0;;50;100;0;0;1;2;3;;1998;;;;;;;;;;;RENAULT TWINGO;2;;;;;;0;;;;;;;;;;;;
201100224;224;2;1;FORD FISTA;2;2000;1;0;1;0;;0;200;0;0;1;1;3;;2008;;;;;;;;;;;FORD FIESTA;1;;;;;;0;;;;;;;;;;;;
201100229;229;4;3;C1;1;2005;1;0;0;0;;50;200;0;0;1;2;3;;2005;;;;;;;;;;;CITROEN C1;1;;;;;;0;;;;;;;;;;;;
201100229;229;4;3;CITROEN C15;2;2002;0;0;1;0;;;;0;0;1;1;3;;2002;;;;;;;;;;;CITROEN C15;2;;;;;;0;;;;;;;;;;;;
201100229;229;4;3;CITROEN PICASSO C3;2;2009;0;0;1;0;;;;0;0;1;1;3;;2009;;;;;;;;;;;CITROEN PICASSO;3;;;;;;0;;;;;;;;;;;;
201100230;230;6;2;CLIO;1;2001;0;0;1;0;;;;0;0;1;2;3;;2002;;;;;;;;;;;RENAULT CLIO;1;;;;;;0;;;;;;;;;;;;
201100230;230;6;2;TWINGO;1;1997;0;0;1;0;;;;0;0;1;1;4;;;;;;;;;;;;;RENAULT TWINGO;2;;;;;;0;;;;;;;;;;;;
201100232;232;3;2;OPEL;1;2010;1;0;1;0;;75;170;0;0;1;1;3;;2010;2;;;;;;;;;;OPEL - NON SPECIFIE;1;;;;;;0;1;;0;;;;;;;;;
201100232;232;3;2;PEUGEOT;2;2008;1;1;1;0;75;25;300;0;0;1;2;1;;2008;;;;;;;;;;;PEUGEOT - NON SPECIFIE;2;;;;;;0;;;;;;;;;;;;
201100233;233;1;1;C4 PICASSO;1;2007;1;0;1;0;;80;99999;999999;999999;1;1;3;;2007;;;;;;;;;;;CITROEN C4;1;300;1300;;;;0;;;;;;;;;;;;
201100235;235;2;1;FIAT;2;2006;1;0;1;0;;100;700;200;150;1;2;3;;2008;;;;;;;;;;;FIAT - NON SPECIFIE;1;150;200;;;;0;;;;;;;;;;;;
201100236;236;4;1;CITROEN C4 PICASSO;2;2008;0;0;1;0;;;;0;0;1;1;3;;2008;;;;;;;;;;;CITROEN PICASSO;1;;;;;;0;;;;;;;;;;;;
201100238;238;2;2;BMW;2;2008;0;1;1;0;0;;;0;0;1;1;1;;2008;;;;;;;;;;;BMW - NON SPECIFIE;1;;;;;;0;;;;;;;;;;;;
201100238;238;2;2;OPEL;1;2005;1;0;1;0;;10;15;0;0;1;2;3;;2005;;;;;;;;;;;OPEL - NON SPECIFIE;2;;;;;;0;;;;;;;;;;;;
201100239;239;1;2;SEAT  LEON;2;2010;0;0;1;0;;;;0;0;1;2;3;;2010;11;2;1;1;23000;2000;633;3;0;25000;SEAT LEON;1;;;633;25000;0;0;1;1;25000;633;1;;25000;;;0;633;
201100239;239;1;2;V W  POLO;1;2005;1;0;1;0;;90;40;0;0;1;1;2;2;;;;;;;;;;;;VOLKSWAGEN POLO;2;;;;;;0;;;;;;;;;;;;
201100242;242;2;2;206;1;1998;1;0;1;0;;50;300;0;900;1;1;3;;2003;;;;;;;;;;;PEUGEOT 206;1;900;;;;;0;;;;;;;;;;;;
201100242;242;2;2;MAZDA 3;2;2007;1;1;1;0;25;25;300;0;350;1;2;3;;2007;;;;;;;;;;;MAZDA - GROUPE;2;350;;;;;0;;;;;;;;;;;;
201100243;243;2;1;RENAULT ESPACE 4;2;2006;0;0;1;0;;;;800;35;1;1;3;;2009;;;;;;;;;;;RENAULT ESPACE;1;35;800;;;;0;;;;;;;;;;;;
201100244;244;5;2;BMW;2;2009;1;1;1;0;50;20;180;0;800;1;2;3;;2009;;;;;;;;;;;BMW - NON SPECIFIE;1;800;;;;;0;;;;;;;;;;;;
201100244;244;5;2;CLIO;2;2008;1;0;1;0;;80;360;0;0;1;1;3;;2011;5;2;2;3;0;3000;;2;24500;10300;RENAULT CLIO;2;;;;10300;24500;0;1;;10300;;;1;;10300;24500;;;0
201100246;246;6;1;RENAULT CLIO;2;2006;1;0;1;0;;80;300;0;750;1;1;3;;2009;;;;;;;;;;;RENAULT CLIO;1;750;;;;;0;;;;;;;;;;;;
201100248;248;6;1;PEUGEOT 206;1;2004;0;0;1;0;;;;950;0;1;1;3;;2009;;;;;;;;;;;PEUGEOT 205;1;;950;;;;0;;;;;;;;;;;;
201100249;249;4;1;RENAULT SCENIC;1;2001;0;0;1;0;;;;0;0;1;1;3;;2007;;;;;;;;;;;RENAULT SCENIC;1;;;;;;0;;;;;;;;;;;;
201100250;250;4;1;CITRO╦N C4 PICASSO;2;2010;0;1;1;0;0;;;0;0;3;;1;;2010;12;2;1;3;11500;5000;5405;1;10750;27238;CITROEN PICASSO;1;;;5405;27238;10750;0;1;1;27238;5405;1;;27238;;;10750;5405;
201100252;252;6;1;MINI COOPER;1;2005;0;0;1;0;;;;0;850;1;1;3;;2006;;;;;;;;;;;MINI COOPER;1;850;;;;;0;;;;;;;;;;;;
201100255;255;2;2;OPEL;2;2005;1;0;1;0;;100;240;1300;120;1;1;3;;2005;;;;;;;;;;;OPEL - NON SPECIFIE;1;120;1300;;;;0;;;;;;;;;;;;
201100255;255;2;2;TOYOTA;1;2010;1;0;0;0;;100;240;0;0;1;2;3;;2010;10;2;1;3;0;7500;;1;2500;10000;TOYOTA - NON SPECIFIE;2;;;;10000;2500;0;1;;10000;;1;;10000;;;2500;0;
201100256;256;6;2;CITROEN C4;2;2010;0;0;1;0;;;;0;0;3;;3;;2010;9;;;;;;;;;;CITROEN C4;1;;;;;;0;1;;0;;;;;;;;;
201100256;256;6;2;PEUGEOT 406;2;1996;0;0;1;0;;;;0;0;3;;3;;1996;;;;;;;;;;;PEUGEOT 406;2;;;;;;0;;;;;;;;;;;;
201100258;258;3;1;CITROEN;1;1999;0;0;1;0;;;;400;0;1;1;3;;1999;;;;;;;;;;;CITROEN - NON SPECIFIE;1;;400;;;;0;;;;;;;;;;;;
201100260;260;1;2;FIESTA;1;1999;0;1;1;0;50;;;0;0;1;2;3;;1999;;;;;;;;;;;FORD FIESTA;1;;;;;;0;;;;;;;;;;;;
201100260;260;1;2;LAGUNA;2;2010;0;1;1;0;50;;;0;0;1;1;2;1;;;;;;;;;;;;RENAULT LAGUNA;2;;;;;;0;;;;;;;;;;;;
201100262;262;2;1;TOYOTA YARIS;1;2007;1;0;1;0;;0;250;300;0;1;1;3;;2007;;;;;;;;;;;TOYOTA YARIS;1;;300;;;;0;;;;;;;;;;;;
201100263;263;1;2;CLIO;2;1990;1;0;0;0;;0;10;0;0;1;1;3;;2005;;;;;;;;;;;RENAULT CLIO;1;;;;;;0;;;;;;;;;;;;
201100263;263;1;2;SCENIC;1;2000;1;0;1;0;;10;12;0;0;1;2;3;;2008;;;;;;;;;;;RENAULT SCENIC;2;;;;;;0;;;;;;;;;;;;
201100265;265;4;2;KANGOO;2;2000;0;0;1;0;;;;1500;0;1;2;3;;2000;;;;;;;;;;;RENAULT KANGOO;1;;1500;;;;0;;;;;;;;;;;;
201100265;265;4;2;TOYOTA RAV 4;2;2008;0;0;1;0;;;;0;0;1;1;3;;2010;12;2;2;1;10000;0;1600;2;10000;17000;TOYOTA RAV4;2;;;1600;17000;10000;0;1;1;17000;1600;;1;;17000;10000;;;1600
201100266;266;6;1;FIAT GRANDE;2;2007;0;0;1;0;;;;0;120;1;2;3;;2008;;;;;;;;;;;FIAT GRANDE PUNTO;1;120;;;;;0;;;;;;;;;;;;
201100267;267;1;3;BMW SERIE 1;2;2006;0;0;1;0;;;;0;0;1;1;3;;2008;;;;;;;;;;;BMW SERIE 1;1;;;;;;0;;;;;;;;;;;;
201100267;267;1;3;PEUGEOT 106;1;1998;1;0;0;0;;100;100;0;0;1;1;3;;1998;;;;;;;;;;;PEUGEOT 106;2;;;;;;0;;;;;;;;;;;;
201100267;267;1;3;PEUGEOT PARTNER;2;2010;1;0;1;0;;80;350;0;0;1;2;3;;2010;7;2;1;1;14000;0;900;1;6000;20000;PEUGEOT PARTNER;3;;;900;20000;6000;0;1;1;20000;900;1;;20000;;;6000;900;
201100268;268;5;2;RENAULT MEGANE;1;2000;0;0;1;0;;;;650;0;1;3;3;;2008;;;;;;;;;;;RENAULT MEGANE;1;;650;;;;0;;;;;;;;;;;;
201100268;268;5;2;TWINGO RENAULT;1;2000;0;0;1;0;;;;0;0;1;1;3;;2000;;;;;;;;;;;RENAULT TWINGO;2;;;;;;0;;;;;;;;;;;;
201100269;269;1;2;CITROEN C3;2;1997;0;0;1;0;;;;0;0;1;1;3;;2007;;;;;;;;;;;CITROEN C3;1;;;;;;0;;;;;;;;;;;;
201100269;269;1;2;PEUGEOT 407;1;2007;0;0;1;0;;;;0;0;1;2;3;;2009;12;3;2;3;0;6000;;2;1300;7300;PEUGEOT 407;2;;;;7300;1300;0;;;;;;;;;;;;
201100271;271;2;1;OPEL CORSA;1;2001;1;0;1;0;;0;500;0;250;1;1;3;;2001;;;;;;;;;;;OPEL CORSA;1;250;;;;;0;;;;;;;;;;;;
201100272;272;6;1;FORD GALAXY;2;2008;1;0;1;0;;3;99999;0;0;1;1;3;;2010;12;2;2;1;999999;500;2373;2;13500;16500;FORD GALAXY;1;;;2373;16500;13500;0;1;1;16500;2373;;1;;16500;13500;;;2373
201100277;277;4;1;PARTNER;2;2008;0;1;0;0;100;;;0;0;1;1;1;;2008;;;;;;;;;;;PEUGEOT PARTNER;1;;;;;;0;;;;;;;;;;;;
201100279;279;6;1;RENAULT CLIO;2;2010;1;0;1;0;;100;350;0;0;1;1;3;;2011;7;2;2;3;0;2750;;4;12000;14750;RENAULT CLIO;1;;;;14750;12000;0;1;;14750;;;1;;14750;12000;;;0
201100281;281;1;2;GOLF;2;1996;1;0;1;0;;90;250;0;0;1;1;3;;2003;;;;;;;;;;;VOLKSWAGEN GOLF;1;;;;;;0;;;;;;;;;;;;
201100281;281;1;2;VECTRA OPEL;1;1996;1;0;1;0;;90;250;0;0;1;2;3;;1996;;;;;;;;;;;OPEL VECTRA;2;;;;;;0;;;;;;;;;;;;
201100282;282;3;2;PEUGEOT 308;2;2009;0;0;1;0;;;;0;0;1;1;3;;2010;6;2;2;3;0;5500;;1;10376;15876;PEUGEOT 308;1;;;;15876;10376;0;1;;15876;;;1;;15876;10376;;;0
201100282;282;3;2;RENAULT SAFRANE;2;1998;0;0;1;0;;;;1200;0;1;2;3;;1999;;;;;;;;;;;RENAULT SAFRANE;2;;1200;;;;0;;;;;;;;;;;;
201100283;283;6;1;FORD FIESTA;1;1994;0;0;1;0;;;;0;70;1;2;3;;2011;1;3;2;3;0;0;;2;300;300;FORD FIESTA;1;70;;;300;300;0;1;;300;;;1;;300;300;;;0
201100285;285;1;1;PEUGEOT 207 CC;1;2007;1;0;1;0;;50;80;0;280;1;1;3;;2007;;;;;;;;;;;PEUGEOT 207;1;280;;;;;0;;;;;;;;;;;;
