IDENTMENECOPA;ident_men;vag;nbvehic;marque;carbu;anvoi;expvoi1;expvoi2;expvoi3;expvoi4;provoi;protrav;km_auto;repar_auto;fraisvoi;persvoi;quivoi;apvoi;gravoi;recvoi;moisvoi;lieuvoi;acqvoi;crevoi;empvoi;apervoi;mcrevoi;ancvoi;repvoi;privoi;marque_d;numvehic;fraisvoi_d;repar_auto_d;mcrevoi_d;privoi_d;repvoi_d;dom;achat_auto;credit_achat;prix_auto;remb_cred_12;acq_neuf;acq_occaz;prix_neuf;prix_occaz;rep_neuf;rep_occaz;remb_neuf;remb_occaz
201114300;14300;1;2;MICRA NISSAN;2;2004;1;0;1;0;;90;250;0;270;1;2;3;;2006;;;;;;;;;;;NISSAN MICRA;1;270;;;;;0;;;;;;;;;;;;
201114300;14300;1;2;RENAULT CLIO 3;2;2006;1;0;1;0;;80;200;0;340;1;1;3;;2008;;;;;;;;;;;RENAULT CLIO;2;340;;;;;0;;;;;;;;;;;;
201114301;14301;1;1;FORD FUSION;1;2008;1;0;1;0;;20;500;0;0;1;1;3;;2008;;;;;;;;;;;FORD FUSION;1;;;;;;0;;;;;;;;;;;;
201114303;14303;4;2;KANGOO;2;2006;0;0;1;0;;;;0;0;3;;3;;2008;;;;;;;;;;;RENAULT KANGOO;1;;;;;;0;;;;;;;;;;;;
201114303;14303;4;2;PICASSO;2;2005;0;0;1;0;;;;0;0;3;;3;;2008;;;;;;;;;;;CITROEN PICASSO;2;;;;;;0;;;;;;;;;;;;
201114304;14304;1;1;PEUGEOT 207;2;2010;1;0;1;0;;0;0;0;0;2;;2;2;;;;;;;;;;;;PEUGEOT 207;1;;;;;;0;;;;;;;;;;;;
201114305;14305;3;1;MERCEDES;1;2005;0;0;1;0;;;;0;0;2;;3;;2009;;;;;;;;;;;MERCEDES - NON SPECIFIE;1;;;;;;0;;;;;;;;;;;;
201114306;14306;6;1;CITROEN PICASSO;2;2000;0;1;1;0;0;;;520;110;1;1;3;;2000;;;;;;;;;;;CITROEN PICASSO;1;110;520;;;;0;;;;;;;;;;;;
201114310;14310;2;1;ESPACE;2;2004;1;1;1;0;999;999;99999;0;0;1;2;3;;2009;8;;;;;;;;;;RENAULT ESPACE;1;;;;;;0;;;;;;;;;;;;
201114312;14312;4;1;RENAULT ESPACE 3;2;1998;1;0;1;0;;0;50;400;0;1;2;3;;2006;;;;;;;;;;;RENAULT ESPACE;1;;400;;;;0;;;;;;;;;;;;
201114313;14313;5;2;PEUGEOT 306;2;2000;0;0;1;0;;;;0;150;1;1;3;;2009;;;;;;;;;;;PEUGEOT 306;1;150;;;;;0;;;;;;;;;;;;
201114313;14313;5;2;XIANTA;2;2001;0;0;1;0;;;;0;250;1;2;3;;2001;;;;;;;;;;;CITROEN XANTIA;2;250;;;;;0;;;;;;;;;;;;
201114314;14314;2;3;CITROEN C3;2;2007;1;0;1;0;;100;600;0;250;1;1;3;;2007;;;;;;;;;;;CITROEN C3;1;250;;;;;0;;;;;;;;;;;;
201114314;14314;2;3;NISSAN PATROL;2;1985;0;0;1;0;;;;0;0;1;1;3;;1997;;;;;;;;;;;NISSAN PATROL 4X4;2;;;;;;0;;;;;;;;;;;;
201114314;14314;2;3;VOLSWAGEN TRANSPORTE;2;2006;1;0;1;0;;80;600;0;0;1;2;3;;2010;9;3;2;3;0;0;;2;18000;12000;VOLKSWAGEN TRANSPORTER;3;;;;12000;18000;0;1;;12000;;;1;;12000;18000;;;0
201114315;14315;2;2;205;2;1989;1;0;1;0;;90;100;0;0;1;1;4;;;;;;;;;;;;;PEUGEOT 205;1;;;;;;0;;;;;;;;;;;;
201114315;14315;2;2;XARA;2;2002;0;0;1;0;;;;0;0;1;2;3;;2002;;;;;;;;;;;CITROEN XSARA;2;;;;;;0;;;;;;;;;;;;
201114317;14317;2;3;FORD COURRIER;2;1998;1;0;1;0;;0;40;450;0;1;1;3;;2009;;;;;;;;;;;FORD COURRIER;1;;450;;;;0;;;;;;;;;;;;
201114317;14317;2;3;GOLF 3;2;1994;0;0;0;1;;;;0;0;1;1;3;;1996;;;;;;;;;;;VOLKSWAGEN GOLF;2;;;;;;0;;;;;;;;;;;;
201114317;14317;2;3;SWIFT SUZUKI;2;2008;1;0;1;0;;0;20;0;0;1;2;3;;2008;;;;;;;;;;;SUZUKI SWIFT;3;;;;;;0;;;;;;;;;;;;
201114319;14319;4;2;CITROEN BERLINGO;2;2000;0;0;1;0;;;;0;185;1;1;3;;2009;;;;;;;;;;;CITROEN BERLINGO;1;185;;;;;0;;;;;;;;;;;;
201114319;14319;4;2;CITROEN ZX;2;1995;0;0;1;0;;;;1000;0;1;1;3;;1995;;;;;;;;;;;CITROEN ZX;2;;1000;;;;0;;;;;;;;;;;;
201114321;14321;5;1;PEUGEOT 106;1;1998;0;0;1;0;;;;0;0;1;1;3;;1998;;;;;;;;;;;PEUGEOT 106;1;;;;;;0;;;;;;;;;;;;
201114322;14322;1;2;CITROEN C3;2;2009;1;1;1;0;5;70;250;0;0;1;2;3;;2009;10;;;;;;;;;;CITROEN C3;1;;;;;;0;;;;;;;;;;;;
201114322;14322;1;2;OPEL VECTRA;2;2008;1;0;1;0;;80;120;0;0;1;1;3;;2008;;;;;;;;;;;OPEL VECTRA;2;;;;;;0;;;;;;;;;;;;
201114323;14323;1;2;C3;2;2004;1;0;1;0;;70;500;0;75;1;1;3;;2009;12;3;2;3;0;6500;;2;9000;6500;CITROEN C3;1;75;;;6500;9000;0;;;;;;;;;;;;
201114323;14323;1;2;CLIO;2;2004;0;0;1;0;;;;260;0;1;2;3;;2007;;;;;;;;;;;RENAULT CLIO;2;;260;;;;0;;;;;;;;;;;;
201114325;14325;1;1;RENAULT SCENIC;2;2006;0;0;1;0;;;;400;0;1;2;3;;2009;3;;;;;;;;;;RENAULT SCENIC;1;;400;;;;0;;;;;;;;;;;;
201114327;14327;1;3;GOLF 4;1;1998;0;0;1;0;;;;500;0;1;2;3;;2005;;;;;;;;;;;VOLKSWAGEN GOLF;1;;500;;;;0;;;;;;;;;;;;
201114327;14327;1;3;JAGAR;2;2005;0;0;1;0;;;;0;0;1;1;3;;2007;;;;;;;;;;;JAGUAR - NON SPECIFIE;2;;;;;;0;;;;;;;;;;;;
201114327;14327;1;3;MERCEDES;1;1995;0;0;1;0;;;;0;0;1;1;3;;2004;;;;;;;;;;;MERCEDES - NON SPECIFIE;3;;;;;;0;;;;;;;;;;;;
201114328;14328;4;2;CITROEN 3;2;2007;1;1;1;0;0;45;900;0;0;1;2;3;;2010;9;2;2;1;9500;0;2007;5;0;9500;CITROEN C3;1;;;2007;9500;0;0;1;1;9500;2007;;1;;9500;0;;;2007
201114328;14328;4;2;FORD FOCUS;2;2003;1;1;1;0;0;100;920;0;0;1;1;3;;2007;;;;;;;;;;;FORD FOCUS;2;;;;;;0;;;;;;;;;;;;
201114329;14329;3;2;AX;1;1987;0;0;1;0;;;;0;120;1;1;3;;1999;;;;;;;;;;;CITROEN AX;1;120;;;;;0;;;;;;;;;;;;
201114329;14329;3;2;MEGANE;2;2004;1;0;1;0;;80;150;0;400;1;2;3;;2008;;;;;;;;;;;RENAULT MEGANE;2;400;;;;;0;;;;;;;;;;;;
201114330;14330;6;2;CLIO3;2;2008;0;0;1;0;;;;0;0;3;;3;;2008;;;;;;;;;;;RENAULT CLIO;1;;;;;;0;;;;;;;;;;;;
201114330;14330;6;2;PORSCHE;1;1990;0;0;1;0;;;;1500;0;1;2;3;;1991;;;;;;;;;;;PORSCHE - NON SPECIFIE;2;;1500;;;;0;;;;;;;;;;;;
201114332;14332;6;3;PEUGEOT;2;1999;1;0;1;0;;80;120;0;0;1;3;3;;2006;;;;;;;;;;;PEUGEOT - NON SPECIFIE;1;;;;;;0;;;;;;;;;;;;
201114332;14332;6;3;PEUGEOT;2;2005;1;0;1;0;;999;99999;0;0;1;1;3;;2005;;;;;;;;;;;PEUGEOT - NON SPECIFIE;2;;;;;;0;;;;;;;;;;;;
201114332;14332;6;3;PEUGEOT;2;2007;1;0;1;0;;80;120;0;0;1;2;3;;2007;;;;;;;;;;;PEUGEOT - NON SPECIFIE;3;;;;;;0;;;;;;;;;;;;
201114333;14333;4;2;RENAULT LAGUNA;2;2005;0;0;1;0;;;;0;479;1;1;3;;2005;;;;;;;;;;;RENAULT LAGUNA;1;479;;;;;0;;;;;;;;;;;;
201114333;14333;4;2;RENAULT SAFRANE;1;1996;0;0;0;1;;;;0;0;2;;4;;;;;;;;;;;;;RENAULT SAFRANE;2;;;;;;0;;;;;;;;;;;;
201114335;14335;6;2;OPEL CORSA;1;2002;1;0;0;0;;100;100;0;0;1;1;3;;2004;;;;;;;;;;;OPEL CORSA;1;;;;;;0;;;;;;;;;;;;
201114335;14335;6;2;PEUGEOT 308;1;2008;0;0;1;0;;;;440;0;1;2;3;;2008;;;;;;;;;;;PEUGEOT 308;2;;440;;;;0;;;;;;;;;;;;
201114339;14339;4;1;PEUGEOT 308;2;2008;0;0;1;0;;;;0;0;1;1;3;;2008;;;;;;;;;;;PEUGEOT 308;1;;;;;;0;;;;;;;;;;;;
201114340;14340;6;2;FORD FOCUS CMAX;2;2004;1;0;1;0;;85;400;1100;0;1;1;3;;2008;;;;;;;;;;;FORD FOCUS;1;;1100;;;;0;;;;;;;;;;;;
201114340;14340;6;2;PEUGEOT 206;1;1999;0;0;1;0;;;;0;10;1;2;3;;2009;;;;;;;;;;;PEUGEOT 205;2;10;;;;;0;;;;;;;;;;;;
201114341;14341;1;2;ACADIANE;1;1983;0;0;1;0;;;;0;0;1;1;3;;1983;;;;;;;;;;;CITROEN - UTILITAIRE;1;;;;;;0;;;;;;;;;;;;
201114341;14341;1;2;SCENIC 1.6 PRIVILEGE;1;2004;0;0;1;0;;;;160;0;1;1;3;;2004;;;;;;;;;;;RENAULT SCENIC;2;;160;;;;0;;;;;;;;;;;;
201114342;14342;4;1;RENAULT TWINGO;1;1998;0;0;1;0;;;;0;0;1;2;2;2;;;;;;;;;;;;RENAULT TWINGO;1;;;;;;0;;;;;;;;;;;;
201114345;14345;3;1;TOYOTA;2;2009;1;0;1;0;;999;99999;250;0;1;1;3;;2009;;;;;;;;;;;TOYOTA - NON SPECIFIE;1;;250;;;;0;;;;;;;;;;;;
201114352;14352;4;1;FORD FOCUS;2;2001;0;0;1;0;;;;0;0;1;1;3;;2008;;;;;;;;;;;FORD FOCUS;1;;;;;;0;;;;;;;;;;;;
201114354;14354;2;1;WOLSWAGEN;2;2010;1;0;1;0;;2;240;0;0;1;1;3;;2010;10;2;1;1;8000;6000;750;2;19000;33000;VOLKSWAGEN - NON SPECIFIE;1;;;750;33000;19000;0;1;1;33000;750;1;;33000;;;19000;750;
201114357;14357;1;2;RENAULT KANGOO;2;2005;1;0;1;0;;40;700;1000;35;1;1;3;;2005;;;;;;;;;;;RENAULT KANGOO;1;35;1000;;;;0;;;;;;;;;;;;
201114357;14357;1;2;RENAULT TWINGO;1;2004;1;0;1;0;;75;50;50;0;1;2;3;;2004;;;;;;;;;;;RENAULT TWINGO;2;;50;;;;0;;;;;;;;;;;;
201114359;14359;6;1;CITROEN C3;2;2006;1;0;1;0;;0;99999;0;260;1;2;3;;2006;;;;;;;;;;;CITROEN C3;1;260;;;;;0;;;;;;;;;;;;
201114361;14361;3;4;AUDI;2;2001;1;0;1;0;;50;400;0;120;1;1;3;;2005;;;;;;;;;;;AUDI - NON SPECIFIE;1;120;;;;;0;;;;;;;;;;;;
201114361;14361;3;4;PEUGEOT;2;2005;1;0;1;0;;50;300;0;75;1;2;3;;2009;;;;;;;;;;;PEUGEOT - NON SPECIFIE;2;75;;;;;0;;;;;;;;;;;;
201114361;14361;3;4;TOYOTA;2;1989;0;0;1;0;;;;0;500;1;1;3;;2006;;;;;;;;;;;TOYOTA - NON SPECIFIE;3;500;;;;;0;;;;;;;;;;;;
201114361;14361;3;4;VOLWAGEN;2;2005;0;0;1;0;;;;0;0;1;3;3;;2010;11;2;2;3;;;;5;;8700;VOLKSWAGEN - NON SPECIFIE;4;;;;8700;;0;1;;8700;;;1;;8700;0;;;0
201114362;14362;1;1;605  PEUGEOT;2;1992;1;0;1;0;;80;150;350;0;1;2;3;;2009;6;;;;;;;;;;PEUGEOT 605;1;;350;;;;0;;;;;;;;;;;;
201114364;14364;6;2;RENAULT LAGUNA;2;2008;0;0;1;0;;;;0;0;1;2;3;;2008;;;;;;;;;;;RENAULT LAGUNA;1;;;;;;0;;;;;;;;;;;;
201114364;14364;6;2;RENAULT TWINGO;2;2009;0;0;1;0;;;;0;0;1;1;3;;2009;;;;;;;;;;;RENAULT TWINGO;2;;;;;;0;;;;;;;;;;;;
201114365;14365;4;2;RENAULT KANGOO;2;1986;1;0;1;0;;60;100;0;0;1;2;3;;2010;9;5;2;3;;;;5;;7500;RENAULT KANGOO;1;;;;7500;;0;1;;7500;;;1;;7500;0;;;0
201114365;14365;4;2;RENAULT SCENIC;2;2009;1;0;1;0;;70;80;0;0;1;1;3;;2009;;;;;;;;;;;RENAULT SCENIC;2;;;;;;0;;;;;;;;;;;;
201114367;14367;4;2;KIA CEED;2;2009;1;0;1;0;;100;99999;999999;0;1;2;3;;2009;;;;;;;;;;;KYA - GROUPE;1;;2195;;;;0;;;;;;;;;;;;
201114367;14367;4;2;KIA SORENTO;2;2005;0;0;1;0;;;;0;0;1;1;3;;2005;;;;;;;;;;;KYA - GROUPE;2;;;;;;0;;;;;;;;;;;;
201114375;14375;2;2;FIAT;2;2009;1;0;1;0;;75;150;0;0;1;2;3;;2010;1;;;;;;;;;;FIAT - NON SPECIFIE;1;;;;;;0;1;;0;;;;;;;;;
201114375;14375;2;2;SEAT;1;1998;1;0;0;0;;100;700;0;0;1;1;3;;2003;;;;;;;;;;;SEAT - NON SPECIFIE;2;;;;;;0;;;;;;;;;;;;
201114376;14376;6;2;MEGANE;1;2001;1;0;1;0;;80;99999;0;0;1;3;3;;2011;5;3;2;3;;;;5;;8000;RENAULT MEGANE;1;;;;8000;;0;1;;8000;;;1;;8000;0;;;0
201114376;14376;6;2;XARA;1;2001;1;0;1;0;;80;200;0;70;3;;3;;2006;;;;;;;;;;;CITROEN XSARA;2;70;;;;;0;;;;;;;;;;;;
201114377;14377;5;2;PARTNER PEUGEOT;2;2006;0;0;1;0;;;;0;0;1;1;3;;2006;;;;;;;;;;;PEUGEOT PARTNER;1;;;;;;0;;;;;;;;;;;;
201114377;14377;5;2;TWINGO;1;1995;0;0;1;0;;;;128;0;1;2;3;;1997;;;;;;;;;;;RENAULT TWINGO;2;;128;;;;0;;;;;;;;;;;;
201114378;14378;5;1;EVASION;2;2000;0;0;1;0;;;;0;999999;1;1;3;;2003;;;;;;;;;;;CITROEN EVASION;1;300;;;;;0;;;;;;;;;;;;
201114380;14380;1;1;FORD ESCORT;1;1994;1;0;1;0;;50;99999;150;999999;1;1;3;;2006;;;;;;;;;;;FORD ESCORT;1;112;150;;;;0;;;;;;;;;;;;
201114381;14381;5;1;CITROEN C4;2;2011;0;0;1;0;;;;0;0;1;1;3;;2011;4;2;1;3;0;20500;;4;1500;22000;CITROEN C4;1;;;;22000;1500;0;1;;22000;;1;;22000;;;1500;0;
201114383;14383;1;1;RENAULT MEGANE;2;2006;0;0;1;0;;;;0;0;1;1;3;;2010;4;2;2;3;;;;5;;9000;RENAULT MEGANE;1;;;;9000;;0;1;;9000;;;1;;9000;0;;;0
201114385;14385;1;2;PEUGEOT 205;2;1994;1;0;1;0;;10;70;0;0;1;2;3;;2009;7;;;;;;;;;;PEUGEOT 205;1;;;;;;0;;;;;;;;;;;;
201114385;14385;1;2;RENAULT 19;2;1990;1;0;1;0;;80;100;46;50;1;1;3;;2006;;;;;;;;;;;RENAULT 19;2;50;46;;;;0;;;;;;;;;;;;
201114386;14386;4;1;LIGIER;1;2009;0;0;1;0;;;;120;0;1;1;3;;2009;;;;;;;;;;;SANS PERMIS;1;;120;;;;0;;;;;;;;;;;;
201114389;14389;5;3;FORD CEMAX;2;2007;0;0;1;0;;;;0;0;3;;3;;2008;;;;;;;;;;;FORD C-MAX;1;;;;;;0;;;;;;;;;;;;
201114389;14389;5;3;OPEL CORSA;1;1997;0;0;1;0;;;;0;0;3;;3;;1997;;;;;;;;;;;OPEL CORSA;2;;;;;;0;;;;;;;;;;;;
201114389;14389;5;3;PEUGEOT 205;1;1996;0;0;1;0;;;;0;0;3;;4;;;;;;;;;;;;;PEUGEOT 205;3;;;;;;0;;;;;;;;;;;;
201114390;14390;3;1;POLO VOLKWAGEN;1;1999;0;0;1;0;;;;500;100;3;;3;;1999;;;;;;;;;;;VOLKSWAGEN POLO;1;100;500;;;;0;;;;;;;;;;;;
201114391;14391;1;1;PEUGEOT 206 HDI;2;2003;1;0;1;0;;80;550;730;69;1;1;3;;2003;;;;;;;;;;;PEUGEOT 206;1;69;730;;;;0;;;;;;;;;;;;
201114393;14393;3;1;FORD MONDEO;2;2004;0;0;1;0;;;;500;0;1;1;3;;2005;;;;;;;;;;;FORD MONDEO;1;;500;;;;0;;;;;;;;;;;;
201114394;14394;1;3;206 PEUGEOT;2;2000;1;0;0;0;;100;90;260;0;1;1;4;;;;;;;;;;;;;PEUGEOT 206;1;;260;;;;0;;;;;;;;;;;;
201114394;14394;1;3;FIAT GRANDEPOUNTO;2;2008;1;0;0;0;;100;120;0;0;1;2;3;;2008;;;;;;;;;;;FIAT GRANDE PUNTO;2;;;;;;0;;;;;;;;;;;;
201114394;14394;1;3;FIAT ULYSSE;2;2005;0;0;1;0;;;;700;0;1;1;3;;2005;;;;;;;;;;;PEUGEOT 807;3;;700;;;;0;;;;;;;;;;;;
201114395;14395;4;1;VOLSWAGEN PASSAT;2;2005;0;0;1;0;;;;850;0;1;1;3;;2009;;;;;;;;;;;VOLKSWAGEN PASSAT;1;;850;;;;0;;;;;;;;;;;;
201114396;14396;1;1;PEUGEOT 206;1;2004;1;0;1;0;;80;150;110;90;1;1;3;;2005;;;;;;;;;;;PEUGEOT 205;1;90;110;;;;0;;;;;;;;;;;;
201114399;14399;4;1;PEUGEOT;2;1996;0;0;1;0;;;;0;210;1;2;3;;2003;;;;;;;;;;;PEUGEOT - NON SPECIFIE;1;210;;;;;0;;;;;;;;;;;;
201114401;14401;1;1;FORD FIESTA;2;2008;0;0;1;0;;;;0;0;1;1;1;;2008;;;;;;;;;;;FORD FIESTA;1;;;;;;0;;;;;;;;;;;;
201114405;14405;3;1;TOURANE;2;2007;1;1;1;0;0;70;140;0;0;1;2;3;;2010;7;2;2;3;0;11000;;2;6000;17000;VOLKSWAGEN TOURAN;1;;;;17000;6000;0;1;;17000;;;1;;17000;6000;;;0
201114407;14407;3;2;CITROEN ZX;2;2000;1;0;1;0;;50;50;0;200;1;2;3;;2009;;;;;;;;;;;CITROEN ZX;1;200;;;;;0;;;;;;;;;;;;
201114407;14407;3;2;RENAULT MODUS;1;2004;1;1;1;0;30;30;40;0;450;1;1;3;;2004;;;;;;;;;;;RENAULT MODUS;2;450;;;;;0;;;;;;;;;;;;
201114409;14409;3;1;RENAULT;2;1989;1;0;1;0;;7;99999;0;0;1;1;3;;2010;12;3;2;3;;;;5;;600;RENAULT - NON SPECIFIE;1;;;;600;;0;1;;600;;;1;;600;0;;;0
201114411;14411;5;1;SKODA;1;1997;0;0;1;0;;;;350;0;1;2;3;;2004;;;;;;;;;;;SKODA - NON SPECIFIE;1;;350;;;;0;;;;;;;;;;;;
201114412;14412;3;2;CLIO RS;1;2010;0;0;1;0;;;;0;0;3;;1;;2010;3;2;1;1;21500;0;5208;1;4500;26000;RENAULT CLIO;1;;;5208;26000;4500;0;1;1;26000;5208;1;;26000;;;4500;5208;
201114412;14412;3;2;PICASSO;1;2002;1;0;1;0;;100;60;0;0;1;2;3;;2007;;;;;;;;;;;CITROEN PICASSO;2;;;;;;0;;;;;;;;;;;;
201114413;14413;4;1;KIA VENGA;2;2010;0;0;1;0;;;;0;600;3;;3;;2010;4;;;;;;;;;;KYA - GROUPE;1;600;;;;;0;1;;0;;;;;;;;;
201114414;14414;3;2;PEUGEOT 207;2;2011;1;1;1;0;0;0;50;0;0;1;1;3;;2011;1;2;1;1;5000;700;140;2;6500;12200;PEUGEOT 207;1;;;140;12200;6500;0;1;1;12200;140;1;;12200;;;6500;140;
201114414;14414;3;2;PEUGEOT 407;2;2006;1;0;1;0;;10;150;0;0;1;2;3;;2010;7;3;2;1;11000;0;1680;2;2500;11000;PEUGEOT 407;2;;;1680;11000;2500;0;1;1;11000;1680;;1;;11000;2500;;;1680
201114415;14415;3;3;CITROEN FOURGON C 25;2;1994;0;1;0;0;20;;;0;0;1;1;3;;2005;;;;;;;;;;;CITROEN C25;1;;;;;;0;;;;;;;;;;;;
201114415;14415;3;3;PEUGEOT 106;1;1998;0;0;1;0;;;;0;0;3;;3;;2007;;;;;;;;;;;PEUGEOT 106;2;;;;;;0;;;;;;;;;;;;
201114415;14415;3;3;VOLSWAGEN GOLF;2;2005;0;0;1;0;;;;0;0;3;;3;;2005;;;;;;;;;;;VOLKSWAGEN GOLF;3;;;;;;0;;;;;;;;;;;;
201114420;14420;2;1;RENAULT CLIO;1;2004;0;0;1;0;;;;0;0;1;1;3;;2004;;;;;;;;;;;RENAULT CLIO;1;;;;;;0;;;;;;;;;;;;
201114424;14424;1;1;RENAULT CLIO;2;2000;1;0;1;0;;30;120;0;1000;3;;3;;2000;;;;;;;;;;;RENAULT CLIO;1;1000;;;;;0;;;;;;;;;;;;
201114425;14425;5;1;OPEL AGILA;1;2002;0;0;1;0;;;;0;100;1;2;3;;2002;;;;;;;;;;;OPEL AGILA;1;100;;;;;0;;;;;;;;;;;;
201114427;14427;5;2;CITROENE XARA;2;2008;1;0;1;0;;90;150;0;500;1;2;3;;2008;;;;;;;;;;;CITROEN XSARA;1;500;;;;;0;;;;;;;;;;;;
201114427;14427;5;2;RENAULT CLIO;2;2003;1;0;1;0;;80;200;0;400;1;2;3;;2003;;;;;;;;;;;RENAULT CLIO;2;400;;;;;0;;;;;;;;;;;;
201114429;14429;3;3;306;2;1994;0;0;1;0;;;;100;0;1;5;3;;2000;;;;;;;;;;;PEUGEOT 306;1;;100;;;;0;;;;;;;;;;;;
201114429;14429;3;3;CRUSER;2;2000;0;0;1;0;;;;500;0;1;3;3;;2005;;;;;;;;;;;CHRYSLER - PT CRUISER;2;;500;;;;0;;;;;;;;;;;;
201114429;14429;3;3;MERCEDES CLASSE V;2;2000;0;0;1;0;;;;100;0;1;1;3;;2010;10;3;2;3;0;39000;;2;1000;40000;MERCEDES - GROUPE;3;;100;;40000;1000;0;1;;40000;;;1;;40000;1000;;;0
201114430;14430;2;1;SEAT CORDOBA;2;2000;1;0;1;0;;25;156;470;65;1;1;3;;2005;;;;;;;;;;;SEAT CORDOBA;1;65;470;;;;0;;;;;;;;;;;;
201114431;14431;1;3;PEUGEOT 307;2;2007;1;1;1;0;50;40;350;0;0;1;1;3;;2007;;;;;;;;;;;PEUGEOT 307;1;;;;;;0;;;;;;;;;;;;
201114431;14431;1;3;RENAULT CLIO;2;2005;1;0;0;0;;80;320;1000;0;1;2;3;;2005;;;;;;;;;;;RENAULT CLIO;2;;1000;;;;0;;;;;;;;;;;;
201114431;14431;1;3;SEAT LEONE;2;2007;0;0;1;0;;;;0;0;1;3;3;;2010;5;2;2;3;0;7000;;4;3800;10800;SEAT LEON;3;;;;10800;3800;0;1;;10800;;;1;;10800;3800;;;0
201114432;14432;2;2;MERCEDES 280;2;2008;0;1;0;0;90;;;0;800;1;1;3;;2008;;;;;;;;;;;MERCEDES 200;1;800;;;;;0;;;;;;;;;;;;
201114432;14432;2;2;PORSCHE 930;1;1989;0;0;0;1;;;;0;0;1;1;3;;1990;;;;;;;;;;;PORSCHE - GROUPE;2;;;;;;0;;;;;;;;;;;;
201114433;14433;3;1;RENAULT 21;1;1997;1;1;1;0;30;10;99999;0;0;1;1;3;;2008;;;;;;;;;;;RENAULT 21;1;;;;;;0;;;;;;;;;;;;
201114435;14435;6;1;TOYOTA AURIS;2;2008;0;0;1;0;;;;0;0;1;1;3;;2008;;;;;;;;;;;TOYOTA AURIS;1;;;;;;0;;;;;;;;;;;;
201114437;14437;1;1;NISSAN;1;2000;0;0;1;0;;;;0;50;1;1;3;;2005;;;;;;;;;;;NISSAN - NON SPECIFIE;1;50;;;;;0;;;;;;;;;;;;
201114438;14438;5;1;RENAULT MEGANE;1;1997;0;0;1;0;;;;600;0;1;1;3;;2009;;;;;;;;;;;RENAULT MEGANE;1;;600;;;;0;;;;;;;;;;;;
201114439;14439;6;1;TWINGO;1;2010;0;0;1;0;;;;0;0;1;1;3;;2010;6;;;;;;;;;;RENAULT TWINGO;1;;;;;;0;1;;0;;;;;;;;;
201114440;14440;4;2;NISSAN;2;2008;0;0;1;0;;;;0;520;3;;3;;2008;;;;;;;;;;;NISSAN - NON SPECIFIE;1;520;;;;;0;;;;;;;;;;;;
201114440;14440;4;2;SUZUKI;1;2009;0;0;1;0;;;;0;0;3;;3;;2009;;;;;;;;;;;SUZUKI - NON SPECIFIE;2;;;;;;0;;;;;;;;;;;;
201114442;14442;1;2;FIAT ULYSSE;2;2003;1;0;1;0;;40;400;0;0;1;1;3;;2008;;;;;;;;;;;PEUGEOT 807;1;;;;;;0;;;;;;;;;;;;
201114442;14442;1;2;ROVER TD;2;1992;1;0;1;0;;80;650;0;0;1;2;4;;;;;;;;;;;;;ROVER - GROUPE;2;;;;;;0;;;;;;;;;;;;
201114445;14445;1;3;CITROEN C15;2;1994;0;0;1;0;;;;0;60;1;2;3;;2006;;;;;;;;;;;CITROEN C15;1;60;;;;;0;;;;;;;;;;;;
201114445;14445;1;3;MERCEDES VITO;2;2008;1;1;1;0;999;999;99999;0;0;1;2;2;1;;;;;;;;;;;;MERCEDES - GROUPE;2;;;;;;0;;;;;;;;;;;;
201114445;14445;1;3;PEUGEOT 307;2;2003;1;0;1;0;;85;300;571;0;1;1;3;;2003;;;;;;;;;;;PEUGEOT 307;3;;571;;;;0;;;;;;;;;;;;
201114446;14446;1;1;OPEL ASTRA;1;1998;1;0;1;0;;80;150;500;210;1;1;3;;2008;;;;;;;;;;;OPEL ASTRA;1;210;500;;;;0;;;;;;;;;;;;
201114447;14447;3;1;CITROEN;1;2004;0;0;1;0;;;;250;0;1;1;3;;2004;;;;;;;;;;;CITROEN - NON SPECIFIE;1;;250;;;;0;;;;;;;;;;;;
201114448;14448;3;1;CLIO;1;2000;0;0;1;0;;;;0;0;1;1;3;;2000;;;;;;;;;;;RENAULT CLIO;1;;;;;;0;;;;;;;;;;;;
201114450;14450;4;1;OPEL VECTRA;2;2005;0;0;1;0;;;;0;0;1;1;3;;2011;2;2;2;3;0;8990;;1;0;8990;OPEL VECTRA;1;;;;8990;0;0;1;;8990;;;1;;8990;0;;;0
201114453;14453;5;2;PEUGEOT PARTNER;2;2009;1;0;1;0;;0;200;0;0;1;2;3;;2009;;;;;;;;;;;PEUGEOT PARTNER;1;;;;;;0;;;;;;;;;;;;
201114453;14453;5;2;SAXO CITROEN;2;2001;0;0;1;0;;;;0;80;1;3;3;;2007;;;;;;;;;;;CITROEN SAXO;2;80;;;;;0;;;;;;;;;;;;
201114454;14454;5;1;BMW SERIE 1;2;2007;0;0;1;0;;;;0;0;1;1;3;;2007;;;;;;;;;;;BMW SERIE 1;1;;;;;;0;;;;;;;;;;;;
201114455;14455;1;1;207SW;2;2007;1;0;1;0;;90;280;0;0;1;1;3;;2010;8;2;2;1;12000;0;585;3;0;11300;PEUGEOT 207;1;;;585;11300;0;0;1;1;11300;585;;1;;11300;0;;;585
201114457;14457;5;1;C4;2;2008;0;0;1;0;;;;0;0;1;2;3;;2008;;;;;;;;;;;CITROEN C4;1;;;;;;0;;;;;;;;;;;;
